Date,High,Low,Open,Close,Volume,Adj Close,Total Traded,Returns,Cumulative Returns
2015-01-02,535.7999877929688,527.8800048828125,532.5999755859375,529.5499877929688,1324000,529.5499877929688,705162367.6757812,,
2015-01-05,527.989990234375,517.75,527.1500244140625,519.4600219726562,2059100,519.4600219726562,1085454615.270996,-0.019053849594756755,0.9809461504052432
2015-01-06,521.2100219726562,505.54998779296875,520.5,506.6400146484375,2722800,506.6400146484375,1417217400.0,-0.024679487895015728,0.9567369017606547
2015-01-07,511.489990234375,503.6499938964844,510.95001220703125,505.1499938964844,2345900,505.1499938964844,1198637633.6364746,-0.002940985135149732,0.9539231527543275
2015-01-08,507.5,495.0199890136719,501.510009765625,506.9100036621094,3652700,506.9100036621094,1831865612.6708984,0.0034841330038413165,0.9572467478939672
2015-01-09,508.6000061035156,498.6499938964844,508.17999267578125,500.7200012207031,2100000,500.7200012207031,1067177984.6191406,-0.012211245382192759,0.945557572964128
2015-01-12,500.2799987792969,490.9100036621094,499.239990234375,497.05999755859375,2856900,497.05999755859375,1426278728.100586,-0.007309481652793326,0.938646037232887
2015-01-13,508.6000061035156,497.260009765625,502.57000732421875,501.79998779296875,3047900,501.79998779296875,1531783125.3234863,0.00953605250403644,0.9475970151266455
2015-01-14,508.260009765625,498.1600036621094,500.4200134277344,505.92999267578125,2640000,505.92999267578125,1321108835.4492188,0.00823038059641501,0.9553960992131646
2015-01-15,509.75,502.010009765625,508.8900146484375,504.010009765625,2553400,504.010009765625,1299399763.4033203,-0.0037949576778434357,0.9517704114510739
2015-01-16,510.8500061035156,503.0899963378906,503.1499938964844,510.4599914550781,2482900,510.4599914550781,1249271119.845581,0.012797328553955767,0.963950530114347
2015-01-20,515.6099853515625,509.3699951171875,512.77001953125,509.94000244140625,2339800,509.94000244140625,1199779291.6992188,-0.0010186675202293882,0.9629685850182116
2015-01-21,521.8499755859375,509.5899963378906,510.8399963378906,520.3900146484375,2317800,520.3900146484375,1184024943.511963,0.02049263081342989,0.9827023447159208
2015-01-22,538.8400268554688,521.9099731445312,523.0,537.2999877929688,2803400,537.2999877929688,1466178200.0,0.03249480710338992,1.0146350678475136
2015-01-23,545.4099731445312,535.75,538.030029296875,541.9500122070312,2298300,541.9500122070312,1236554416.3330078,0.008654428661283076,1.023416154659436
2015-01-26,541.5,532.0700073242188,541.5,536.719970703125,1546600,536.719970703125,837483900.0,-0.009650413112101353,1.0135397659813743
2015-01-27,532.780029296875,520.8599853515625,531.4000244140625,521.1900024414062,1957400,521.1900024414062,1040162407.7880859,-0.028934955115185734,0.9842130383452474
